# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-T" "5" "--countReadPairs" "-t" "exon" "-g" "Parent" "-a" "strongyloides_stercoralis.PRJEB528.WBPS19.annotations.gff3" "-o" "counts.txt" "ERR146941" "ERR146942" "ERR146943" "ERR146944" "ERR146945" "ERR146946" "ERR146947" "ERR146948" "ERR146949" "ERR146950" "ERR146951" "ERR146952" "ERR146953" "ERR146954" "ERR146955" "ERR146956" "ERR146957" "ERR146958" "ERR146959" "ERR146960" "ERR146961" 
Geneid	Chr	Start	End	Strand	Length	ERR146941	ERR146942	ERR146943	ERR146944	ERR146945	ERR146946	ERR146947	ERR146948	ERR146949	ERR146950	ERR146951	ERR146952	ERR146953	ERR146954	ERR146955	ERR146956	ERR146957	ERR146958	ERR146959	ERR146960	ERR146961
SSTP_0000251700.1	SSTP_contig0000041	147091	147753	-	663	1456	1337	1294	943	866	853	197	279	461	341	452	522	547	499	546	489	444	543	965	949	1015
SSTP_0000251800.1	SSTP_contig0000041	148397	149662	-	1266	754	679	747	465	449	476	117	107	166	278	373	430	329	368	376	216	155	195	520	535	583
SSTP_0000251900.1	SSTP_contig0000041;SSTP_contig0000041	149917;151722	151674;151832	-;-	1869	8978	8732	8399	6102	5263	5548	1496	1664	1792	4350	5519	6455	6048	5355	5446	4453	3867	5006	6451	6191	6690
SSTP_0000252000.1	SSTP_contig0000041;SSTP_contig0000041;SSTP_contig0000041;SSTP_contig0000041;SSTP_contig0000041;SSTP_contig0000041;SSTP_contig0000041;SSTP_contig0000041	153450;153947;154628;154816;155414;155716;155887;156438	153713;154098;154760;154963;155532;155838;155988;156536	-;-;-;-;-;-;-;-	1140	410	581	432	56	59	56	175	189	200	188	158	162	246	215	182	118	137	109	17	20	17
SSTP_0000252100.1	SSTP_contig0000041;SSTP_contig0000041	163617;164908	164454;165380	+;+	1311	11844	11059	11089	2198	2164	2076	1056	1069	1298	6419	7016	7715	6178	7383	8696	1950	2629	1923	5181	5110	5718
SSTP_0000252200.1	SSTP_contig0000041;SSTP_contig0000041;SSTP_contig0000041	167096;167584;167891	167542;167840;167933	-;-;-	747	847	576	545	103	132	109	26	43	28	50	51	71	291	249	238	476	351	456	608	546	556
SSTP_0000252300.1	SSTP_contig0000041;SSTP_contig0000041;SSTP_contig0000041;SSTP_contig0000041;SSTP_contig0000041	169167;170015;170919;171530;172256	169960;170578;171450;172204;172327	-;-;-;-;-	2637	1855	2217	2187	8584	8069	8448	8590	9821	9852	6999	6032	7148	4721	4206	4292	2233	2075	2458	1447	1330	1304
SSTP_0000252400.1	SSTP_contig0000041;SSTP_contig0000041	174459;174613	174561;175049	+;+	540	1078	914	964	464	468	442	123	149	172	252	315	398	507	504	449	352	327	337	873	763	833
SSTP_0000252500.1	SSTP_contig0000041;SSTP_contig0000041;SSTP_contig0000041;SSTP_contig0000041	179638;179910;180057;180798	179861;180005;180750;181112	-;-;-;-	1329	20559	20143	20441	180	194	189	48	45	55	78	149	103	136	149	140	812	436	702	12615	12085	12890
SSTP_0000252600.1	SSTP_contig0000041;SSTP_contig0000041	181520;182523	182473;182681	-;-	1113	5329	4588	4813	1325	1333	1292	128	174	211	852	1408	1499	2689	2083	2322	2146	1853	2073	4338	4130	4587
SSTP_0000252700.1	SSTP_contig0000041;SSTP_contig0000041	182893;182939	182895;185260	+;+	2325	3095	2889	3314	71	69	92	31	9	15	536	909	888	1245	1102	1250	2053	1481	2047	3447	3553	3913
SSTP_0000252800.1	SSTP_contig0000041	185347	186477	-	1131	2795	2525	2528	3281	2830	3151	664	1249	1255	1650	1956	2278	4085	3038	2890	2170	1892	2175	2442	2241	2297
SSTP_0000252900.1	SSTP_contig0000041;SSTP_contig0000041	186636;187518	187479;187648	-;-	975	4905	4512	4210	2179	2061	2125	272	456	505	742	1157	1283	2818	2257	2046	3034	2401	3220	3334	3004	3205
SSTP_0000253000.1	SSTP_contig0000041;SSTP_contig0000041	188276;189316	189271;189765	-;-	1446	32115	27997	26016	30087	29350	32401	53461	14962	15251	35073	35530	39622	24189	18907	17619	21708	20358	25005	11460	10785	11076
SSTP_0000253100.1	SSTP_contig0000041;SSTP_contig0000041	191704;191899	191856;192540	+;+	795	126	92	93	150	133	135	100	24	24	304	363	450	260	180	252	150	174	224	217	186	188
SSTP_0000253200.1	SSTP_contig0000041;SSTP_contig0000041;SSTP_contig0000041	192888;193064;193853	193018;193799;193972	-;-;-	987	1469	1296	1262	1876	1605	1620	567	739	933	714	982	1112	1019	936	982	623	621	679	1291	1209	1170
SSTP_0000253300.1	SSTP_contig0000041;SSTP_contig0000041	197043;197491	197378;198126	+;+	972	171	136	116	357	287	329	246	407	355	450	534	647	553	398	451	116	120	120	76	73	76
SSTP_0000253400.1	SSTP_contig0000041;SSTP_contig0000041	198785;202471	202400;202904	-;-	4050	15389	13954	14518	10531	9775	10358	5879	5647	6494	9784	9656	10573	13122	11175	11395	7716	6990	7365	14897	15207	16770
SSTP_0000253500.1	SSTP_contig0000041;SSTP_contig0000041;SSTP_contig0000041;SSTP_contig0000041	206122;206208;206364;206514	206157;206316;206468;206584	+;+;+;+	321	545	560	550	2704	2430	2584	5284	5683	7331	1438	1123	1378	798	998	1147	695	704	666	585	658	733
SSTP_0000253600.1	SSTP_contig0000041;SSTP_contig0000041	207738;207941	207891;208482	-;-	696	32	30	40	311	216	228	177	127	145	118	80	112	62	92	90	97	68	60	36	19	27
SSTP_0000253700.1	SSTP_contig0000041;SSTP_contig0000041;SSTP_contig0000041	209768;211016;211343	210972;211300;211502	-;-;-	1650	920	845	852	2254	2096	2280	775	776	912	1145	1241	1595	1170	1194	1221	742	675	808	1022	967	1019
SSTP_0000458900.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	1;308;649	260;599;3471	-;-;-	3375	2222	2716	2469	223	234	248	99	66	76	156	159	187	284	187	231	1433	871	1445	1637	1656	1671
SSTP_0000459000.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	6424;7300;7550;8692;8806;8969	6534;7350;7702;8760;8922;9139	+;+;+;+;+;+	672	952	1264	1233	4331	4172	3937	405	626	395	429	452	423	553	467	373	611	456	693	680	604	617
SSTP_0000459100.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	10051;10103;10220;11081	10055;10163;10996;11263	-;-;-;-	1026	3314	2950	3156	2883	2515	2563	794	1177	1337	1660	2166	2271	2851	2198	2334	1781	1648	1918	2799	2640	2680
SSTP_0000459200.1	SSTP_contig0000042;SSTP_contig0000042	13277;15166	15111;15223	-;-	1893	706878	716177	679517	1349	1421	1417	962	205	121	578	2748	872	409	327	361	16222	1901	7378	494552	506319	557713
SSTP_0000459300.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	17105;17316;19149	17273;19096;19496	+;+;+	2298	722	1151	1039	5832	5543	5968	4759	3389	4226	3101	2079	2285	1427	1812	1748	974	1147	1089	811	805	789
SSTP_0000459400.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	20454;20540;21101;22329;24658	20488;20987;21148;24272;27213	-;-;-;-;-	5031	59430	61595	59250	149175	167149	167731	179825	359385	238621	79369	71444	80235	54470	45416	43181	58908	59836	72136	13534	13830	15164
SSTP_0000459500.1	SSTP_contig0000042;SSTP_contig0000042	30752;31408	31366;31527	+;+	735	214	151	123	87	96	89	997	38	39	2256	1146	1771	674	1899	3744	765	914	490	40	55	92
SSTP_0000459600.1	SSTP_contig0000042;SSTP_contig0000042	31644;32423	32364;32484	-;-	783	1706	1805	1673	2632	2415	2450	366	508	574	511	737	769	1504	1456	1265	1707	1418	1701	1896	1866	1979
SSTP_0000459700.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	33125;33533;34830;35246;35646;35702;36162	33480;34787;35170;35580;35655;36125;36869	-;-;-;-;-;-;-	3429	10231	10460	10941	1263	1274	1306	338	389	481	2932	3460	3228	5927	4637	5113	5840	4606	5910	5371	5919	7023
SSTP_0000459800.1	SSTP_contig0000042;SSTP_contig0000042	37320;37817	37765;37874	-;-	504	5940	5653	5162	2985	2904	2704	576	1045	1129	1195	1870	2112	3741	2938	3025	1975	1892	2364	2679	2516	2579
SSTP_0000459900.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	38109;39382;39475	39322;39437;39479	-;-;-	1275	750	683	630	4389	3653	3848	963	1774	1425	1261	1611	1747	1559	1168	1040	701	775	913	465	526	468
SSTP_0000460000.1	SSTP_contig0000042	39858	40604	+	747	62	79	84	448	381	339	860	857	862	143	135	143	229	116	129	64	59	80	36	31	26
SSTP_0000460100.1	SSTP_contig0000042;SSTP_contig0000042	40617;40773	40717;40938	-;-	267	163	132	102	693	608	612	174	285	221	269	342	420	297	263	205	149	180	205	99	108	109
SSTP_0000460200.1	SSTP_contig0000042	42684	42899	-	216	440	368	304	964	1088	1101	589	718	726	567	643	715	1111	591	604	241	249	308	185	205	163
SSTP_0000460300.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	43547;44362;47825;48718	43593;46408;48639;48832	-;-;-;-	3024	55513	64421	52742	66435	82456	79813	204333	90421	68062	160073	162104	205926	173549	146101	121931	84101	95002	100505	22273	22251	24787
SSTP_0000460400.1	SSTP_contig0000042;SSTP_contig0000042	50813;50996	50944;51511	+;+	648	15	19	24	90	117	96	320	403	388	36	28	44	61	29	28	13	26	26	49	68	56
SSTP_0000460500.1	SSTP_contig0000042	51667	52980	+	1314	45	56	107	245	353	338	162	114	79	237	222	241	363	213	255	464	243	435	39	45	43
SSTP_0000460600.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	53263;53526;54103;54815;54998;55556	53436;53670;54769;54922;55358;55717	-;-;-;-;-;-	1617	1574	2571	2267	4369	4582	4471	3834	5106	4648	6363	7188	6325	9172	7921	7513	3246	4278	4024	1585	1805	1532
SSTP_0000460700.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	62418;62671;63186	62611;63136;63395	+;+;+	870	12129	11419	10091	26155	26528	28513	6135	31479	8360	4427	5218	5089	9733	11732	4104	2875	3832	4980	3686	3698	4466
SSTP_0000460800.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	64855;65066;65373;65466;66222	65014;65073;65412;66178;66254	-;-;-;-;-	954	2502	2953	3060	2035	1956	2001	1384	1578	1507	1764	1718	1724	2393	2005	1892	2683	1910	2738	1466	1708	1780
SSTP_0000460900.1	SSTP_contig0000042;SSTP_contig0000042	67011;67327	67210;70111	+;+	2985	9160	8144	8724	6064	5513	5568	2217	2492	2676	5514	6502	6704	7474	6444	6842	2806	2713	3014	4658	4926	5123
SSTP_0000461000.1	SSTP_contig0000042	70764	72581	+	1818	2330	1785	1990	2136	2036	1842	663	803	737	1452	1642	1855	1788	1731	1777	1147	1118	1213	3366	3510	3780
SSTP_0000461100.1	SSTP_contig0000042	73212	74861	-	1650	15939	13586	14210	8821	7534	8513	1005	933	1085	3643	4701	5677	9809	10115	7484	8607	7420	8838	12393	13049	14071
SSTP_0000461200.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	76325;76545;77077	76493;76690;78933	+;+;+	2172	1279	1395	1385	347	413	436	116	119	33	614	601	533	519	305	380	688	411	593	2763	3102	3175
SSTP_0000461300.1	SSTP_contig0000042	79165	80340	-	1176	10	12	18	2	5	6	0	0	1	1	0	0	11	1	3	129	70	94	12	13	12
SSTP_0000461400.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	80573;81229;81449;81604;81766	81183;81391;81558;81700;81867	-;-;-;-;-	1083	2923	2663	2766	203	152	152	270	358	194	290	362	376	304	271	269	349	242	259	1538	1609	1677
SSTP_0000461500.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	83276;84307;84589;85269;85714;85865;86061	84238;84554;85237;85350;85817;86012;86086	-;-;-;-;-;-;-	2220	3693	3844	3689	4216	3867	4018	1735	2725	2424	2531	2973	3286	3247	2904	2813	2278	2104	2467	2839	2867	2931
SSTP_0000461600.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	87263;88539;88765	88462;88716;88832	+;+;+	1446	2305	2401	2330	4217	3843	3785	1321	1175	1169	2620	2693	2533	2165	3069	2141	1492	1908	1317	896	880	1007
SSTP_0000461650.1	SSTP_contig0000042	89116	89370	+	255	236	203	189	642	501	549	176	158	161	396	404	395	220	326	206	205	231	171	145	155	147
SSTP_0000461700.1	SSTP_contig0000042;SSTP_contig0000042	89800;90676	90564;91044	+;+	1134	98	108	92	539	494	466	427	894	875	236	285	289	206	188	179	76	85	87	52	53	54
SSTP_0000461800.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	91140;91838;92854	91721;92757;92875	-;-;-	1524	996	606	560	540	443	437	190	234	297	1829	2043	2087	786	901	1287	706	796	851	1118	1049	1082
SSTP_0000461900.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	94760;94946;95073;95246;95382;95827;96042	94906;95020;95195;95323;95786;95991;96389	-;-;-;-;-;-;-	1341	35	57	44	2975	2761	2750	587	643	785	379	308	316	261	244	239	79	88	90	31	31	26
SSTP_0000462000.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	98598;99600;99723;99872;100478;100565;100640	98644;99604;99819;100401;100510;100595;100676	+;+;+;+;+;+;+	780	15648	16112	14845	13988	12964	13427	9668	9902	10269	9280	11017	13479	12452	10407	10799	8042	8271	10036	10580	10904	11918
SSTP_0000462100.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	101380;101499;101958	101453;101916;102011	-;-;-	546	6991	8724	9042	5278	5870	6523	21472	34116	23690	10016	7255	7870	7940	8119	8749	7964	6668	9151	1313	1499	1363
SSTP_0000462200.1	SSTP_contig0000042;SSTP_contig0000042	108621;109120	109066;109300	-;-	627	1248	1317	1313	2691	2349	2391	2741	3151	3267	2706	2769	2956	1962	1651	1674	1073	962	1168	1519	1505	1643
SSTP_0000462300.1	SSTP_contig0000042	110367	111092	+	726	11769	11973	11262	19328	18213	18274	15032	12068	12553	16816	17172	20439	15956	14281	13909	8430	8683	10379	6924	7431	7663
SSTP_0000462400.1	SSTP_contig0000042;SSTP_contig0000042	111337;111596	111555;112477	+;+	1101	4859	4748	4583	842	793	808	230	376	402	926	1297	1399	1123	998	1026	2104	1525	2106	4144	4453	4958
SSTP_0000462500.1	SSTP_contig0000042	112560	114548	-	1989	5965	5884	6395	2772	2557	2717	1666	1195	1502	3241	3846	4051	4303	3540	3864	2732	2344	2843	5026	5021	5661
SSTP_0000462600.1	SSTP_contig0000042;SSTP_contig0000042	114779;115969	115899;116203	-;-	1356	8092	7690	7303	3214	2864	3090	920	1390	1208	3111	3297	3585	4738	3957	3677	3577	3085	3487	8908	9222	10057
SSTP_0000462700.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	116721;116823;117192;117533	116762;117137;117384;117894	+;+;+;+	912	1906	1920	1719	2836	2585	2613	1801	1428	1917	3615	4125	4303	2898	3002	2628	1832	1816	1938	1761	1784	1922
SSTP_0000462800.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	118322;118468;119545	118411;118944;120135	+;+;+	1158	165	251	173	519	457	470	927	131	37	2491	1497	2054	1013	2134	2815	672	1050	562	41	52	46
SSTP_0000462900.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	121731;122074;122369;122675;123500	121798;122310;122609;123445;123769	+;+;+;+;+	1587	2410	2340	2137	421	348	326	2258	174	194	8337	6133	8312	5451	9015	15266	3157	3495	3237	1599	1970	1866
SSTP_0000463000.1	SSTP_contig0000042	124852	125691	+	840	895	798	815	346	302	332	256	193	228	116	125	109	150	138	159	488	427	503	1163	1064	1149
SSTP_0000463100.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	125863;127162;127875;127968;128136;128291	127114;127819;127918;128091;128250;128314	-;-;-;-;-;-	2217	4357	3571	3662	2438	2399	2399	542	608	790	1506	1948	2265	2910	2295	2294	2147	1776	2057	3163	3180	3292
SSTP_0000463200.1	SSTP_contig0000042;SSTP_contig0000042	128502;128867	128805;130851	+;+	2289	3134	2703	3158	2590	2358	2259	738	733	984	1649	2529	2645	3860	2929	3374	1359	1289	1322	3025	3073	3310
SSTP_0000463300.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	134588;134943;134999;135364	134887;134948;135293;135971	+;+;+;+	1209	1363	1579	1337	1366	1338	1377	1416	1226	1425	1529	1471	1549	1289	1451	2019	1191	919	1117	462	432	402
SSTP_0000463400.1	SSTP_contig0000042;SSTP_contig0000042	143054;143496	143429;144403	+;+	1284	636	794	680	3520	3010	3359	3011	2062	2316	2175	2072	2083	1299	1405	1596	928	1007	897	278	338	387
SSTP_0000463500.1	SSTP_contig0000042;SSTP_contig0000042	144463;146126	146069;146192	-;-	1674	3792	3785	3606	2503	2220	2481	710	541	717	1680	2008	2085	2099	2091	2259	1839	1539	1907	3145	3338	3547
SSTP_0000463600.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	153176;153808;155110;155347;155525	153756;155085;155292;155410;155779	+;+;+;+;+	2361	260	310	284	6334	5487	5515	4740	4826	5885	3539	3303	3834	2074	2320	2308	1026	1002	986	213	187	250
SSTP_0000463700.1	SSTP_contig0000042;SSTP_contig0000042	155926;156187	156119;156337	-;-	345	2	2	2	34	18	30	12	5	4	13	16	23	30	24	17	13	15	15	2	4	3
SSTP_0000463800.1	SSTP_contig0000042;SSTP_contig0000042	156937;158390	158336;158591	+;+	1602	31	25	28	267	286	247	319	469	517	636	892	980	918	625	695	53	62	93	33	37	37
SSTP_0000463900.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	160152;160227;160476	160158;160432;160529	-;-;-	267	1731	1740	1856	1256	1128	1231	864	960	1075	1229	1268	1297	1985	1655	1593	1029	951	1040	930	1308	1646
SSTP_0000464000.1	SSTP_contig0000042;SSTP_contig0000042	160750;161399	161160;162232	+;+	1245	26128	25147	24242	9648	8729	9296	4974	6350	6011	8829	9958	11838	16386	13371	14377	9172	8294	10355	11500	11819	12722
SSTP_0000464100.1	SSTP_contig0000042	162526	163206	-	681	1083	1188	1257	437	436	390	673	1361	540	2023	1368	1496	1913	1817	1307	836	1049	742	970	1013	983
SSTP_0000464200.1	SSTP_contig0000042	166827	167732	-	906	1084	940	1182	494	460	511	235	412	322	555	485	463	621	626	538	477	393	555	824	934	1092
SSTP_0000464300.1	SSTP_contig0000042	167851	168681	-	831	9840	9092	8905	10928	9842	10475	5928	6169	6304	5272	4799	5694	5886	5543	5083	4776	4175	4981	7902	8117	8900
SSTP_0000464400.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	169010;169663;169758	169612;169715;169815	-;-;-	714	4489	4423	4158	1081	1104	1055	198	333	437	862	1001	1107	2396	2281	1867	2001	1717	2245	1333	1324	1394
SSTP_0000464500.1	SSTP_contig0000042	170216	170866	+	651	288	362	390	188	180	196	219	189	178	358	270	273	726	485	408	325	242	395	244	261	325
SSTP_0000464600.1	SSTP_contig0000042;SSTP_contig0000042	171097;171206	171163;171837	+;+	699	216	242	301	236	198	241	423	199	187	434	536	529	867	429	403	157	151	239	167	167	168
SSTP_0000464700.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	171869;172106;172830	172063;172783;172964	-;-;-	1008	1158	1243	1272	639	635	636	1382	624	618	1134	1260	1128	2630	1707	1700	794	801	974	1004	919	1092
SSTP_0000464800.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	173964;174156;175878	174111;175832;177211	+;+;+	3159	20223	18039	18186	2017	1880	1823	991	846	789	2708	3658	3503	4811	3699	4341	3595	2920	3795	10473	10364	11415
SSTP_0000464900.1	SSTP_contig0000042;SSTP_contig0000042	177375;178598	178556;178687	+;+	1272	22	20	33	10	10	10	3	0	1	5	6	5	6	9	5	106	69	144	5	15	12
SSTP_0000465000.1	SSTP_contig0000042;SSTP_contig0000042	178933;179197	179131;180335	+;+	1338	2256	2109	1900	1621	1495	1469	252	286	358	643	867	1052	1494	1353	1336	1296	1144	1398	1644	1600	1637
SSTP_0000465100.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	180527;186326;186441;187856;188396;188854	184600;186381;186830;188002;188659;189013	-;-;-;-;-;-	5091	5529	5228	5509	15314	14218	12863	5664	3989	4986	13601	14271	14943	10319	12094	12499	6956	7482	7643	6496	6863	7271
SSTP_0000465200.1	SSTP_contig0000042;SSTP_contig0000042	191959;192061	192010;192260	+;+	252	4	4	26	29	21	24	4	1	7	4	3	6	9	5	5	87	64	126	5	2	4
SSTP_0000465300.1	SSTP_contig0000042;SSTP_contig0000042;SSTP_contig0000042	194629;194691;194886	194635;194836;195191	+;+;+	459	8013	8569	6749	4335	3936	3962	2103	1258	1811	6066	6236	10876	4744	5403	5495	4992	4519	4370	4940	4789	4689
SSTP_0000465400.1	SSTP_contig0000042;SSTP_contig0000042	195484;202372	202325;202546	-;-	7017	30968	26930	28807	13405	12798	11419	3208	3422	4667	12496	15528	16028	24649	19711	20341	12047	11342	12450	16934	18427	20218
SSTP_0000658675.1	SSTP_contig0000043	1795	1911	-	117	14	6	37	2	3	5	1	7	9	2	2	8	2	3	0	5	1	1	2	0	1
SSTP_0000658700.1	SSTP_contig0000043;SSTP_contig0000043	5770;6712	6658;6860	-;-	1038	543	500	460	1887	1631	1730	1845	1870	2115	887	1059	1149	1255	1127	972	629	553	769	489	449	473
SSTP_0000658800.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	7904;7956;8755	7910;8430;11902	+;+;+	3630	828	862	811	3641	3272	3542	1533	1869	2148	2290	2753	2987	2312	2052	2056	962	968	1111	1367	1373	1453
SSTP_0000658900.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	15355;15684;15926;16572;16752;17511;17869;18382	15636;15865;16346;16688;17454;17806;18339;18516	-;-;-;-;-;-;-;-	2607	493	603	575	5614	5008	5428	4556	4601	4933	4092	3495	3823	2590	2977	2836	928	1043	942	415	395	502
SSTP_0000659000.1	SSTP_contig0000043;SSTP_contig0000043	20047;20156	20099;21440	+;+	1338	32958	29097	30305	39074	48077	49189	30621	15192	13314	34382	30231	35888	32682	33220	33200	21182	25078	22547	23073	23295	27718
SSTP_0000659100.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	21539;21833;22279;22652	21772;22223;22596;22710	-;-;-;-	1002	19	36	47	1083	912	999	851	1056	1009	775	713	807	388	448	552	154	170	117	21	12	14
SSTP_0000659200.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	22905;23789;23970	23744;23907;24186	-;-;-	1176	10	8	11	169	123	135	107	129	133	145	131	149	80	91	72	23	19	23	2	6	6
SSTP_0000659300.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	24535;24936;26007;26943;27412;27526	24687;25937;26815;27146;27483;27589	-;-;-;-;-;-	2304	184	239	220	2478	2194	2107	1388	1853	1735	2159	2055	2143	1294	1487	1380	514	584	512	103	117	104
SSTP_0000659400.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	33398;33849;34010;34115;34679	33790;33895;34072;34627;34955	-;-;-;-;-	1293	8143	10395	7104	8855	8109	8178	29970	10835	13048	21552	16661	25009	12368	11434	10326	10297	12247	14014	2749	2301	1907
SSTP_0000659500.1	SSTP_contig0000043;SSTP_contig0000043	35880;36698	36640;36905	-;-	969	25	38	29	218	210	187	191	229	215	99	90	84	147	91	72	98	63	76	5	7	8
SSTP_0000659600.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	39609;40236;40821;41034	40187;40762;40976;41139	+;+;+;+	1368	42	82	69	636	545	594	435	553	478	202	222	186	91	102	115	118	96	109	38	66	49
SSTP_0000659700.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	43054;45898;46152	43817;46098;46839	-;-;-	1653	166	235	227	1958	1779	1644	1809	1921	2460	1657	1691	1737	831	952	1014	464	522	458	99	113	144
SSTP_0000659800.1	SSTP_contig0000043;SSTP_contig0000043	49932;49997	49943;50200	-;-	216	3	9	3	58	45	57	68	54	104	23	23	42	14	29	18	15	14	5	5	5	6
SSTP_0000659900.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	55639;64514;67285;67689	63273;67234;67632;67853	-;-;-;-	10869	1708	1836	1855	3233	2949	2886	1468	1086	1488	2286	1975	2250	2721	2039	2212	1094	899	1091	2096	1859	2043
SSTP_0000660000.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	67985;68109;68220;68730;68931	67999;68119;68673;68888;70649	+;+;+;+;+	2358	1525	1339	1370	2057	1940	1977	611	719	1141	840	1161	1253	1356	1337	1183	787	737	865	1238	1122	1177
SSTP_0000660100.1	SSTP_contig0000043;SSTP_contig0000043	72282;72707	72665;73858	+;+	1536	321	336	374	1194	1061	1114	1926	1393	1165	1552	1742	2000	2233	1683	1892	962	990	1279	104	73	82
SSTP_0000660200.1	SSTP_contig0000043	74678	76132	-	1455	8403	8158	7388	11248	14718	15082	2105	571	705	17122	23888	27957	17674	13463	14709	12333	15709	15153	2747	2502	2487
SSTP_0000660300.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	77206;77488;77692	77439;77633;77725	-;-;-	414	19	16	18	22	27	15	694	2	1	2153	2959	3681	2954	3310	4281	1866	1613	2672	20	21	28
SSTP_0000660400.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	84328;89203;89817	88981;89772;89974	+;+;+	5382	3609	3476	3639	5173	4797	4931	2757	1714	2351	4174	4552	5468	6054	5115	5060	2450	2225	2545	2973	2869	3255
SSTP_0000660500.1	SSTP_contig0000043;SSTP_contig0000043	90248;91510	91234;91707	-;-	1185	339	409	426	1892	1853	1734	285	176	174	2076	2298	2475	1963	1792	1652	610	677	603	121	113	91
SSTP_0000660600.1	SSTP_contig0000043;SSTP_contig0000043	93360;93759	93368;96107	+;+	2358	2156	2283	2424	4232	3860	4024	2329	1669	2195	2823	3169	3753	3804	3120	3286	1607	1528	1683	1842	1769	1972
SSTP_0000660700.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	100261;100353;103895	100263;103840;104078	+;+;+	3675	483	505	430	1104	889	938	1250	608	876	1319	1259	1240	1435	1250	1192	614	650	577	290	286	344
